50,35,55,1,65.63
50,35,55,1,65.63
45,31,49,1,53.88
45,31,49,1,53.88
45,31,49,1,53.86
45,31,49,1,53.86
45,30,40,1,37.2
45,30,40,1,37.2
40,33,35,1,26.11
40,33,35,1,26.11
40,33,35,1,26.11
40,33,35,1,26.11
40,33,35,1,26.11
40,33,35,1,26.11
40,33,35,1,26.11
40,30,36,1,22.38
40,30,36,1,22.38
40,30,36,1,22.38
40,30,36,1,22.38
40,30,36,1,22.38
40,30,36,1,22.38
40,30,36,1,22.38
40,30,36,1,22.38
40,30,36,1,22.38
40,30,36,1,22.38
40,30,36,1,22.38
40,30,36,1,22.38
40,30,37,1,18.6
40,30,37,1,18.6
40,30,37,1,18.6
40,30,37,1,18.6
40,30,37,1,18.6
33,23,30,1,13.84
33,23,30,1,13.84
30,18,30,1,13.48
30,18,30,1,13.48
30,18,30,1,13.48
30,18,30,1,13.48
30,18,30,1,13.48
30,18,30,1,13.48
30,18,29,1,13.08
30,18,29,1,13.08
30,18,29,1,13.08
30,18,29,1,13.08
30,20,35,1,12.31
28,24,19,1,10.6
28,24,19,1,10.6
25,16,32,1,9.9
25,16,32,1,9.9
25,16,32,1,9.9
29,18,20,1,7.46
29,18,20,1,7.46
25,18,20,1,7.08
25,18,20,1,6.92
23,15,28,1,6.74
23,15,28,1,6.74
23,15,28,1,6.74
23,15,28,1,6.74
23,15,28,1,6.7
23,15,28,1,6.64
23,15,28,1,6.64
27,19,16,1,5.42
27,19,16,1,5.42
22,14,24,1,3.73
22,14,24,1,3.72
22,14,24,1,3.72
20,12,22,1,3.4
15,17,30,1,2.71
15,17,30,1,2.71
15,17,30,1,2.71
60,48,55,2,76
60,48,55,2,76
60,45,55,2,74.4
60,45,55,2,74.4
60,45,55,2,74.4
60,45,55,2,74.4
60,45,55,2,74.4
60,45,55,2,74.4
60,45,55,2,74.4
60,45,55,2,74.4
60,45,55,2,74.4
60,45,55,2,74.4
60,45,55,2,74.4
60,45,55,2,74.4
60,45,55,2,74.4
60,45,55,2,74.4
60,45,55,2,74.4
60,45,55,2,74.4
45,33,50,2,55.8
45,33,50,2,55.8
45,33,50,2,55.8
44,31,45,2,49.9
44,31,45,2,49.9
40,30,45,2,42
45,27,40,2,39.5
45,27,40,2,39.5
47,39,46,2,29.6
47,39,46,2,29.6
56,46,45,2,28.93
40,30,36,2,24.95
40,30,36,2,24.95
40,30,36,2,23.7
40,30,36,2,23.13
40,29,20,2,21.12
40,29,20,2,21.12
40,29,20,2,21.12
40,29,20,2,21.1
40,30,37,2,18.6
40,30,37,2,18.6
35,23,33,2,16.2
45,30,24,2,14.5
45,30,24,2,14.5
33,23,30,2,13.84
33,23,30,2,13.84
30,20,35,2,12.31
30,20,35,2,12.31
30,20,35,2,12.31
30,16,36,2,11.98
28,19,33,2,10.67
24,19,28,2,10.17
28,18,31,2,9.66
28,18,31,2,9.66
22,22,33,2,7.92
25,18,20,2,6.92
23,15,28,2,6.78
23,15,28,2,6.74
23,15,28,2,6.74
23,15,28,2,6.74
23,15,28,2,6.64
19,19,33,2,6.54
19,19,33,2,6.54
26,15,26,2,6.35
26,15,26,2,5.58
26,15,26,2,5.58
26,15,26,2,5.58
15,17,30,2,2.71
20,13,10,2,0.561
10,10,10,2,0.26
10,10,10,2,0.26
10,10,10,2,0.26
40,29,20,3,21.12
